client_id,client_name,n_order,date,n_material,description_material,n_operation,description_operation,workcenter_id,order_operation_id,timestamp,quantity
15,Client_15,15,2026-01-15,20,Material_20,2,Operation_02,8,58,2026-01-15 08:15:00,50.0
15,Client_15,15,2026-01-15,25,Material_25,3,Operation_03,1,59,2026-01-15 08:30:00,75.0
15,Client_15,15,2026-01-15,5,Material_05,3,Operation_03,2,60,2026-01-15 08:45:00,75.0
16,Client_16,16,2026-01-16,16,Material_16,1,Operation_01,8,61,2026-01-16 08:00:00,50.0
16,Client_16,16,2026-01-16,21,Material_21,2,Operation_02,1,62,2026-01-16 08:15:00,75.0
16,Client_16,16,2026-01-16,1,Material_01,3,Operation_03,2,63,2026-01-16 08:30:00,100.0
16,Client_16,16,2026-01-16,6,Material_06,4,Operation_04,3,64,2026-01-16 08:45:00,125.0
17,Client_17,17,2026-01-17,17,Material_17,1,Operation_01,1,65,2026-01-17 08:00:00,75.0
17,Client_17,17,2026-01-17,22,Material_22,2,Operation_02,2,66,2026-01-17 08:15:00,100.0
17,Client_17,17,2026-01-17,2,Material_02,3,Operation_03,3,67,2026-01-17 08:30:00,125.0
17,Client_17,17,2026-01-17,7,Material_07,4,Operation_04,4,68,2026-01-17 08:45:00,150.0
18,Client_18,18,2026-01-18,18,Material_18,1,Operation_01,2,69,2026-01-18 08:00:00,100.0
18,Client_18,18,2026-01-18,23,Material_23,2,Operation_02,3,70,2026-01-18 08:15:00,125.0
18,Client_18,18,2026-01-18,3,Material_03,3,Operation_03,4,71,2026-01-18 08:30:00,150.0
18,Client_18,18,2026-01-18,3,Material_03,4,Operation_04,5,72,2026-01-18 08:45:00,175.0
19,Client_19,19,2026-01-19,19,Material_19,1,Operation_01,3,73,2026-01-19 08:00:00,125.0
19,Client_19,19,2026-01-19,24,Material_24,2,Operation_02,4,74,2026-01-19 08:15:00,150.0
19,Client_19,19,2026-01-19,4,Material_04,3,Operation_03,5,75,2026-01-19 08:30:00,175.0
19,Client_19,19,2026-01-19,9,Material_09,4,Operation_04,6,76,2026-01-19 08:45:00,200.0
20,Client_20,20,2026-01-20,20,Material_20,1,Operation_01,4,77,2026-01-20 08:00:00,150.0
20,Client_20,20,2026-01-20,25,Material_25,2,Operation_02,5,78,2026-01-20 08:15:00,175.0
20,Client_20,20,2026-01-20,5,Material_05,3,Operation_03,6,79,2026-01-20 08:30:00,200.0
20,Client_20,20,2026-01-20,10,Material_10,3,Operation_03,7,80,2026-01-20 08:45:00,200.0
21,Client_21,21,2026-01-21,21,Material_21,1,Operation_01,5,81,2026-01-21 08:00:00,175.0
21,Client_21,21,2026-01-21,1,Material_01,2,Operation_02,6,82,2026-01-21 08:15:00,200.0
21,Client_21,21,2026-01-21,6,Material_06,3,Operation_03,7,83,2026-01-21 08:30:00,25.0
21,Client_21,21,2026-01-21,11,Material_11,4,Operation_04,7,84,2026-01-21 08:45:00,50.0
22,Client_22,22,2026-01-22,22,Material_22,1,Operation_01,6,85,2026-01-22 08:00:00,200.0
22,Client_22,22,2026-01-22,2,Material_02,2,Operation_02,7,86,2026-01-22 08:15:00,25.0
22,Client_22,22,2026-01-22,7,Material_07,3,Operation_03,8,87,2026-01-22 08:30:00,50.0
22,Client_22,22,2026-01-22,12,Material_12,4,Operation_04,1,88,2026-01-22 08:45:00,75.0
23,Client_23,23,2026-01-23,23,Material_23,1,Operation_01,7,89,2026-01-23 08:00:00,25.0
23,Client_23,23,2026-01-23,3,Material_03,2,Operation_02,8,90,2026-01-23 08:15:00,50.0
23,Client_23,23,2026-01-23,8,Material_08,3,Operation_03,1,91,2026-01-23 08:30:00,75.0
23,Client_23,23,2026-01-23,13,Material_13,4,Operation_04,2,92,2026-01-23 08:45:00,100.0
24,Client_24,24,2026-01-24,24,Material_24,1,Operation_01,8,93,2026-01-24 08:00:00,50.0
24,Client_24,24,2026-01-24,4,Material_04,2,Operation_02,1,94,2026-01-24 08:15:00,75.0
24,Client_24,24,2026-01-24,9,Material_09,3,Operation_03,2,95,2026-01-24 08:30:00,100.0
24,Client_24,24,2026-01-24,9,Material_09,4,Operation_04,3,96,2026-01-24 08:45:00,125.0
25,Client_25,25,2026-01-25,25,Material_25,1,Operation_01,1,97,2026-01-25 08:00:00,75.0
25,Client_25,25,2026-01-25,5,Material_05,2,Operation_02,2,98,2026-01-25 08:15:00,100.0
25,Client_25,25,2026-01-25,10,Material_10,3,Operation_03,3,99,2026-01-25 08:30:00,125.0
25,Client_25,25,2026-01-25,15,Material_15,3,Operation_03,4,100,2026-01-25 08:45:00,125.0
26,Client_26,26,2026-01-26,1,Material_01,1,Operation_01,2,101,2026-01-26 08:00:00,100.0
26,Client_26,26,2026-01-26,6,Material_06,2,Operation_02,3,102,2026-01-26 08:15:00,125.0
26,Client_26,26,2026-01-26,11,Material_11,3,Operation_03,4,103,2026-01-26 08:30:00,150.0
26,Client_26,26,2026-01-26,16,Material_16,4,Operation_04,5,104,2026-01-26 08:45:00,175.0
27,Client_27,27,2026-01-27,2,Material_02,1,Operation_01,3,105,2026-01-27 08:00:00,125.0
27,Client_27,27,2026-01-27,7,Material_07,2,Operation_02,4,106,2026-01-27 08:15:00,150.0
27,Client_27,27,2026-01-27,12,Material_12,3,Operation_03,5,107,2026-01-27 08:30:00,175.0
27,Client_27,27,2026-01-27,17,Material_17,4,Operation_04,6,108,2026-01-27 08:45:00,200.0
28,Client_28,28,2026-01-28,3,Material_03,1,Operation_01,4,109,2026-01-28 08:00:00,150.0
28,Client_28,28,2026-01-28,8,Material_08,2,Operation_02,5,110,2026-01-28 08:15:00,175.0
28,Client_28,28,2026-01-28,13,Material_13,3,Operation_03,6,111,2026-01-28 08:30:00,200.0
28,Client_28,28,2026-01-28,18,Material_18,4,Operation_04,6,112,2026-01-28 08:45:00,25.0
29,Client_29,29,2026-01-29,4,Material_04,1,Operation_01,5,113,2026-01-29 08:00:00,175.0
29,Client_29,29,2026-01-29,9,Material_09,2,Operation_02,6,114,2026-01-29 08:15:00,200.0
29,Client_29,29,2026-01-29,14,Material_14,3,Operation_03,7,115,2026-01-29 08:30:00,25.0
29,Client_29,29,2026-01-29,19,Material_19,4,Operation_04,8,116,2026-01-29 08:45:00,50.0
30,Client_30,30,2026-01-30,5,Material_05,1,Operation_01,6,117,2026-01-30 08:00:00,200.0
30,Client_30,30,2026-01-30,10,Material_10,2,Operation_02,7,118,2026-01-30 08:15:00,25.0
30,Client_30,30,2026-01-30,15,Material_15,3,Operation_03,8,119,2026-01-30 08:30:00,50.0
30,Client_30,30,2026-01-30,15,Material_15,3,Operation_03,1,120,2026-01-30 08:45:00,50.0
31,Client_31,31,2026-01-31,6,Material_06,1,Operation_01,7,121,2026-01-31 08:00:00,25.0
31,Client_31,31,2026-01-31,11,Material_11,2,Operation_02,8,122,2026-01-31 08:15:00,50.0
31,Client_31,31,2026-01-31,16,Material_16,3,Operation_03,1,123,2026-01-31 08:30:00,75.0
31,Client_31,31,2026-01-31,21,Material_21,4,Operation_04,2,124,2026-01-31 08:45:00,100.0
32,Client_32,32,2026-02-01,7,Material_07,1,Operation_01,8,125,2026-02-01 08:00:00,50.0
32,Client_32,32,2026-02-01,12,Material_12,2,Operation_02,1,126,2026-02-01 08:15:00,75.0
32,Client_32,32,2026-02-01,17,Material_17,3,Operation_03,2,127,2026-02-01 08:30:00,100.0
32,Client_32,32,2026-02-01,22,Material_22,4,Operation_04,3,128,2026-02-01 08:45:00,125.0
33,Client_33,33,2026-02-02,8,Material_08,1,Operation_01,1,129,2026-02-02 08:00:00,75.0
33,Client_33,33,2026-02-02,13,Material_13,2,Operation_02,2,130,2026-02-02 08:15:00,100.0
33,Client_33,33,2026-02-02,18,Material_18,3,Operation_03,3,131,2026-02-02 08:30:00,125.0
33,Client_33,33,2026-02-02,23,Material_23,4,Operation_04,4,132,2026-02-02 08:45:00,150.0
34,Client_34,34,2026-02-03,9,Material_09,1,Operation_01,2,133,2026-02-03 08:00:00,100.0
34,Client_34,34,2026-02-03,14,Material_14,2,Operation_02,3,134,2026-02-03 08:15:00,125.0
34,Client_34,34,2026-02-03,19,Material_19,3,Operation_03,4,135,2026-02-03 08:30:00,150.0
34,Client_34,34,2026-02-03,24,Material_24,4,Operation_04,5,136,2026-02-03 08:45:00,175.0
35,Client_35,35,2026-02-04,10,Material_10,1,Operation_01,3,137,2026-02-04 08:00:00,125.0
35,Client_35,35,2026-02-04,15,Material_15,2,Operation_02,4,138,2026-02-04 08:15:00,150.0
35,Client_35,35,2026-02-04,20,Material_20,3,Operation_03,5,139,2026-02-04 08:30:00,175.0
35,Client_35,35,2026-02-04,25,Material_25,3,Operation_03,5,140,2026-02-04 08:45:00,175.0
36,Client_36,36,2026-02-05,11,Material_11,1,Operation_01,4,141,2026-02-05 08:00:00,150.0
36,Client_36,36,2026-02-05,16,Material_16,2,Operation_02,5,142,2026-02-05 08:15:00,175.0
36,Client_36,36,2026-02-05,21,Material_21,3,Operation_03,6,143,2026-02-05 08:30:00,200.0
36,Client_36,36,2026-02-05,21,Material_21,4,Operation_04,7,144,2026-02-05 08:45:00,25.0
37,Client_37,37,2026-02-06,12,Material_12,1,Operation_01,5,145,2026-02-06 08:00:00,175.0
37,Client_37,37,2026-02-06,17,Material_17,2,Operation_02,6,146,2026-02-06 08:15:00,200.0
37,Client_37,37,2026-02-06,22,Material_22,3,Operation_03,7,147,2026-02-06 08:30:00,25.0
37,Client_37,37,2026-02-06,2,Material_02,4,Operation_04,8,148,2026-02-06 08:45:00,50.0
38,Client_38,38,2026-02-07,13,Material_13,1,Operation_01,6,149,2026-02-07 08:00:00,200.0
38,Client_38,38,2026-02-07,18,Material_18,2,Operation_02,7,150,2026-02-07 08:15:00,25.0
38,Client_38,38,2026-02-07,23,Material_23,3,Operation_03,8,151,2026-02-07 08:30:00,50.0
38,Client_38,38,2026-02-07,3,Material_03,4,Operation_04,1,152,2026-02-07 08:45:00,75.0
39,Client_39,39,2026-02-08,14,Material_14,1,Operation_01,7,153,2026-02-08 08:00:00,25.0
39,Client_39,39,2026-02-08,19,Material_19,2,Operation_02,8,154,2026-02-08 08:15:00,50.0
39,Client_39,39,2026-02-08,24,Material_24,3,Operation_03,1,155,2026-02-08 08:30:00,75.0
39,Client_39,39,2026-02-08,4,Material_04,4,Operation_04,2,156,2026-02-08 08:45:00,100.0
40,Client_40,40,2026-02-09,15,Material_15,1,Operation_01,8,157,2026-02-09 08:00:00,50.0
40,Client_40,40,2026-02-09,20,Material_20,2,Operation_02,1,158,2026-02-09 08:15:00,75.0
40,Client_40,40,2026-02-09,25,Material_25,3,Operation_03,2,159,2026-02-09 08:30:00,100.0
40,Client_40,40,2026-02-09,5,Material_05,3,Operation_03,3,160,2026-02-09 08:45:00,100.0
1,Client_01,41,2026-02-10,16,Material_16,1,Operation_01,1,161,2026-02-10 08:00:00,75.0
1,Client_01,41,2026-02-10,21,Material_21,2,Operation_02,2,162,2026-02-10 08:15:00,100.0
1,Client_01,41,2026-02-10,1,Material_01,3,Operation_03,3,163,2026-02-10 08:30:00,125.0
1,Client_01,41,2026-02-10,6,Material_06,4,Operation_04,4,164,2026-02-10 08:45:00,150.0
2,Client_02,42,2026-02-11,17,Material_17,1,Operation_01,2,165,2026-02-11 08:00:00,100.0
2,Client_02,42,2026-02-11,22,Material_22,2,Operation_02,3,166,2026-02-11 08:15:00,125.0
2,Client_02,42,2026-02-11,2,Material_02,3,Operation_03,4,167,2026-02-11 08:30:00,150.0
2,Client_02,42,2026-02-11,2,Material_02,4,Operation_04,4,168,2026-02-11 08:45:00,175.0
3,Client_03,43,2026-02-12,18,Material_18,1,Operation_01,3,169,2026-02-12 08:00:00,125.0
3,Client_03,43,2026-02-12,23,Material_23,2,Operation_02,4,170,2026-02-12 08:15:00,150.0
3,Client_03,43,2026-02-12,3,Material_03,3,Operation_03,5,171,2026-02-12 08:30:00,175.0
3,Client_03,43,2026-02-12,8,Material_08,4,Operation_04,6,172,2026-02-12 08:45:00,200.0
4,Client_04,44,2026-02-13,19,Material_19,1,Operation_01,4,173,2026-02-13 08:00:00,150.0
4,Client_04,44,2026-02-13,24,Material_24,2,Operation_02,5,174,2026-02-13 08:15:00,175.0
4,Client_04,44,2026-02-13,4,Material_04,3,Operation_03,6,175,2026-02-13 08:30:00,200.0
4,Client_04,44,2026-02-13,9,Material_09,4,Operation_04,7,176,2026-02-13 08:45:00,25.0
5,Client_05,45,2026-02-14,20,Material_20,1,Operation_01,5,177,2026-02-14 08:00:00,175.0
5,Client_05,45,2026-02-14,25,Material_25,2,Operation_02,6,178,2026-02-14 08:15:00,200.0
5,Client_05,45,2026-02-14,5,Material_05,3,Operation_03,7,179,2026-02-14 08:30:00,25.0
5,Client_05,45,2026-02-14,10,Material_10,3,Operation_03,8,180,2026-02-14 08:45:00,25.0
6,Client_06,46,2026-02-15,21,Material_21,1,Operation_01,6,181,2026-02-15 08:00:00,200.0
6,Client_06,46,2026-02-15,1,Material_01,2,Operation_02,7,182,2026-02-15 08:15:00,25.0
6,Client_06,46,2026-02-15,6,Material_06,3,Operation_03,8,183,2026-02-15 08:30:00,50.0
6,Client_06,46,2026-02-15,11,Material_11,4,Operation_04,1,184,2026-02-15 08:45:00,75.0
7,Client_07,47,2026-02-16,22,Material_22,1,Operation_01,7,185,2026-02-16 08:00:00,25.0
7,Client_07,47,2026-02-16,2,Material_02,2,Operation_02,8,186,2026-02-16 08:15:00,50.0
7,Client_07,47,2026-02-16,7,Material_07,3,Operation_03,1,187,2026-02-16 08:30:00,75.0
7,Client_07,47,2026-02-16,12,Material_12,4,Operation_04,2,188,2026-02-16 08:45:00,100.0
8,Client_08,48,2026-02-17,23,Material_23,1,Operation_01,8,189,2026-02-17 08:00:00,50.0
8,Client_08,48,2026-02-17,3,Material_03,2,Operation_02,1,190,2026-02-17 08:15:00,75.0
8,Client_08,48,2026-02-17,8,Material_08,3,Operation_03,2,191,2026-02-17 08:30:00,100.0
8,Client_08,48,2026-02-17,8,Material_08,4,Operation_04,3,192,2026-02-17 08:45:00,125.0
9,Client_09,49,2026-02-18,24,Material_24,1,Operation_01,1,193,2026-02-18 08:00:00,75.0
9,Client_09,49,2026-02-18,4,Material_04,2,Operation_02,2,194,2026-02-18 08:15:00,100.0
9,Client_09,49,2026-02-18,9,Material_09,3,Operation_03,3,195,2026-02-18 08:30:00,125.0
9,Client_09,49,2026-02-18,14,Material_14,4,Operation_04,3,196,2026-02-18 08:45:00,150.0
10,Client_10,50,2026-02-19,25,Material_25,1,Operation_01,2,197,2026-02-19 08:00:00,100.0
10,Client_10,50,2026-02-19,5,Material_05,2,Operation_02,3,198,2026-02-19 08:15:00,125.0
10,Client_10,50,2026-02-19,10,Material_10,3,Operation_03,4,199,2026-02-19 08:30:00,150.0
10,Client_10,50,2026-02-19,15,Material_15,3,Operation_03,5,200,2026-02-19 08:45:00,150.0
11,Client_11,51,2026-02-20,1,Material_01,1,Operation_01,3,201,2026-02-20 08:00:00,125.0
11,Client_11,51,2026-02-20,6,Material_06,2,Operation_02,4,202,2026-02-20 08:15:00,150.0
11,Client_11,51,2026-02-20,11,Material_11,3,Operation_03,5,203,2026-02-20 08:30:00,175.0
11,Client_11,51,2026-02-20,16,Material_16,4,Operation_04,6,204,2026-02-20 08:45:00,200.0
12,Client_12,52,2026-02-21,2,Material_02,1,Operation_01,4,205,2026-02-21 08:00:00,150.0
12,Client_12,52,2026-02-21,7,Material_07,2,Operation_02,5,206,2026-02-21 08:15:00,175.0
12,Client_12,52,2026-02-21,12,Material_12,3,Operation_03,6,207,2026-02-21 08:30:00,200.0
12,Client_12,52,2026-02-21,17,Material_17,4,Operation_04,7,208,2026-02-21 08:45:00,25.0
13,Client_13,53,2026-02-22,3,Material_03,1,Operation_01,5,209,2026-02-22 08:00:00,175.0
13,Client_13,53,2026-02-22,8,Material_08,2,Operation_02,6,210,2026-02-22 08:15:00,200.0
13,Client_13,53,2026-02-22,13,Material_13,3,Operation_03,7,211,2026-02-22 08:30:00,25.0
13,Client_13,53,2026-02-22,18,Material_18,4,Operation_04,8,212,2026-02-22 08:45:00,50.0
14,Client_14,54,2026-02-23,4,Material_04,1,Operation_01,6,213,2026-02-23 08:00:00,200.0
14,Client_14,54,2026-02-23,9,Material_09,2,Operation_02,7,214,2026-02-23 08:15:00,25.0
14,Client_14,54,2026-02-23,14,Material_14,3,Operation_03,8,215,2026-02-23 08:30:00,50.0
14,Client_14,54,2026-02-23,14,Material_14,4,Operation_04,1,216,2026-02-23 08:45:00,75.0
15,Client_15,55,2026-02-24,5,Material_05,1,Operation_01,7,217,2026-02-24 08:00:00,25.0
15,Client_15,55,2026-02-24,10,Material_10,2,Operation_02,8,218,2026-02-24 08:15:00,50.0
15,Client_15,55,2026-02-24,15,Material_15,3,Operation_03,1,219,2026-02-24 08:30:00,75.0
15,Client_15,55,2026-02-24,20,Material_20,3,Operation_03,2,220,2026-02-24 08:45:00,75.0
16,Client_16,56,2026-02-25,6,Material_06,1,Operation_01,8,221,2026-02-25 08:00:00,50.0
16,Client_16,56,2026-02-25,11,Material_11,2,Operation_02,1,222,2026-02-25 08:15:00,75.0
16,Client_16,56,2026-02-25,16,Material_16,3,Operation_03,2,223,2026-02-25 08:30:00,100.0
16,Client_16,56,2026-02-25,21,Material_21,4,Operation_04,2,224,2026-02-25 08:45:00,125.0
17,Client_17,57,2026-02-26,7,Material_07,1,Operation_01,1,225,2026-02-26 08:00:00,75.0
17,Client_17,57,2026-02-26,12,Material_12,2,Operation_02,2,226,2026-02-26 08:15:00,100.0
17,Client_17,57,2026-02-26,17,Material_17,3,Operation_03,3,227,2026-02-26 08:30:00,125.0
17,Client_17,57,2026-02-26,22,Material_22,4,Operation_04,4,228,2026-02-26 08:45:00,150.0
18,Client_18,58,2026-02-27,8,Material_08,1,Operation_01,2,229,2026-02-27 08:00:00,100.0
18,Client_18,58,2026-02-27,13,Material_13,2,Operation_02,3,230,2026-02-27 08:15:00,125.0
18,Client_18,58,2026-02-27,18,Material_18,3,Operation_03,4,231,2026-02-27 08:30:00,150.0
18,Client_18,58,2026-02-27,23,Material_23,4,Operation_04,5,232,2026-02-27 08:45:00,175.0
19,Client_19,59,2026-02-28,9,Material_09,1,Operation_01,3,233,2026-02-28 08:00:00,125.0
19,Client_19,59,2026-02-28,14,Material_14,2,Operation_02,4,234,2026-02-28 08:15:00,150.0
19,Client_19,59,2026-02-28,19,Material_19,3,Operation_03,5,235,2026-02-28 08:30:00,175.0
19,Client_19,59,2026-02-28,24,Material_24,4,Operation_04,6,236,2026-02-28 08:45:00,200.0
20,Client_20,60,2026-03-01,10,Material_10,1,Operation_01,4,237,2026-03-01 08:00:00,150.0
20,Client_20,60,2026-03-01,15,Material_15,2,Operation_02,5,238,2026-03-01 08:15:00,175.0
20,Client_20,60,2026-03-01,20,Material_20,3,Operation_03,6,239,2026-03-01 08:30:00,200.0
20,Client_20,60,2026-03-01,20,Material_20,3,Operation_03,7,240,2026-03-01 08:45:00,200.0
21,Client_21,61,2026-03-02,11,Material_11,1,Operation_01,5,241,2026-03-02 08:00:00,175.0
21,Client_21,61,2026-03-02,16,Material_16,2,Operation_02,6,242,2026-03-02 08:15:00,200.0
21,Client_21,61,2026-03-02,21,Material_21,3,Operation_03,7,243,2026-03-02 08:30:00,25.0
21,Client_21,61,2026-03-02,1,Material_01,4,Operation_04,8,244,2026-03-02 08:45:00,50.0
22,Client_22,62,2026-03-03,12,Material_12,1,Operation_01,6,245,2026-03-03 08:00:00,200.0
22,Client_22,62,2026-03-03,17,Material_17,2,Operation_02,7,246,2026-03-03 08:15:00,25.0
22,Client_22,62,2026-03-03,22,Material_22,3,Operation_03,8,247,2026-03-03 08:30:00,50.0
22,Client_22,62,2026-03-03,2,Material_02,4,Operation_04,1,248,2026-03-03 08:45:00,75.0
23,Client_23,63,2026-03-04,13,Material_13,1,Operation_01,7,249,2026-03-04 08:00:00,25.0
23,Client_23,63,2026-03-04,18,Material_18,2,Operation_02,8,250,2026-03-04 08:15:00,50.0
23,Client_23,63,2026-03-04,23,Material_23,3,Operation_03,1,251,2026-03-04 08:30:00,75.0
23,Client_23,63,2026-03-04,3,Material_03,4,Operation_04,1,252,2026-03-04 08:45:00,100.0
24,Client_24,64,2026-03-05,14,Material_14,1,Operation_01,8,253,2026-03-05 08:00:00,50.0
24,Client_24,64,2026-03-05,19,Material_19,2,Operation_02,1,254,2026-03-05 08:15:00,75.0
24,Client_24,64,2026-03-05,24,Material_24,3,Operation_03,2,255,2026-03-05 08:30:00,100.0
24,Client_24,64,2026-03-05,4,Material_04,4,Operation_04,3,256,2026-03-05 08:45:00,125.0
25,Client_25,65,2026-03-06,15,Material_15,1,Operation_01,1,257,2026-03-06 08:00:00,75.0
25,Client_25,65,2026-03-06,20,Material_20,2,Operation_02,2,258,2026-03-06 08:15:00,100.0
25,Client_25,65,2026-03-06,25,Material_25,3,Operation_03,3,259,2026-03-06 08:30:00,125.0
25,Client_25,65,2026-03-06,5,Material_05,3,Operation_03,4,260,2026-03-06 08:45:00,125.0
26,Client_26,66,2026-03-07,16,Material_16,1,Operation_01,2,261,2026-03-07 08:00:00,100.0
26,Client_26,66,2026-03-07,21,Material_21,2,Operation_02,3,262,2026-03-07 08:15:00,125.0
26,Client_26,66,2026-03-07,1,Material_01,3,Operation_03,4,263,2026-03-07 08:30:00,150.0
26,Client_26,66,2026-03-07,1,Material_01,4,Operation_04,5,264,2026-03-07 08:45:00,175.0
27,Client_27,67,2026-03-08,17,Material_17,1,Operation_01,3,265,2026-03-08 08:00:00,125.0
27,Client_27,67,2026-03-08,22,Material_22,2,Operation_02,4,266,2026-03-08 08:15:00,150.0
27,Client_27,67,2026-03-08,2,Material_02,3,Operation_03,5,267,2026-03-08 08:30:00,175.0
